t,acc_g
41.19,-5.00E-03
41.2,-5.00E-03
41.21,-6.00E-03
41.22,-7.00E-03
41.23,-7.00E-03
41.24,-6.00E-03
41.25,-6.00E-03
41.26,-6.00E-03
41.27,-5.00E-03
41.28,-4.00E-03
41.29,-3.00E-03
41.3,-2.00E-03
41.31,-3.00E-03
41.32,-5.00E-03
41.33,-6.00E-03
41.34,-5.00E-03
41.35,-5.00E-03
41.36,-5.00E-03
41.37,-5.00E-03
41.38,-3.00E-03
41.39,-1.00E-03
41.4,0.00E+00
41.41,-1.00E-03
41.42,-4.00E-03
41.43,-6.00E-03
41.44,-7.00E-03
41.45,-7.00E-03
41.46,-8.00E-03
41.47,-8.00E-03
41.48,-8.00E-03
41.49,-6.00E-03
41.5,-5.00E-03
41.51,-2.00E-03
41.52,0.00E+00
41.53,2.00E-03
41.54,4.00E-03
41.55,5.00E-03
41.56,4.00E-03
41.57,3.00E-03
41.58,1.00E-03
41.59,-1.00E-03
41.6,-2.00E-03
41.61,-2.00E-03
41.62,-3.00E-03
41.63,-3.00E-03
41.64,-1.00E-03
41.65,-1.00E-03
41.66,-1.00E-03
41.67,0.00E+00
41.68,1.00E-03
41.69,1.00E-03
41.7,2.00E-03
41.71,2.00E-03
41.72,4.00E-03
41.73,6.00E-03
41.74,9.00E-03
41.75,9.00E-03
41.76,9.00E-03
41.77,8.00E-03
41.78,6.00E-03
41.79,4.00E-03
41.8,3.00E-03
41.81,2.00E-03
41.82,2.00E-03
41.83,1.00E-03
41.84,0.00E+00
41.85,-1.00E-03
41.86,-3.00E-03
41.87,-4.00E-03
41.88,-5.00E-03
41.89,-7.00E-03
41.9,-7.00E-03
41.91,-5.00E-03
41.92,-6.00E-03
41.93,-9.00E-03
41.94,-9.00E-03
41.95,-9.00E-03
41.96,-1.00E-02
41.97,-1.10E-02
41.98,-1.20E-02
41.99,-1.20E-02
42,-1.20E-02
42.01,-1.10E-02
42.02,-1.10E-02
42.03,-1.00E-02
42.04,-8.00E-03
42.05,-6.00E-03
42.06,-6.00E-03
42.07,-6.00E-03
42.08,-6.00E-03
42.09,-5.00E-03
42.1,-3.00E-03
42.11,-3.00E-03
42.12,-3.00E-03
42.13,-4.00E-03
42.14,-3.00E-03
42.15,-3.00E-03
42.16,-3.00E-03
42.17,-3.00E-03
42.18,-3.00E-03
42.19,-3.00E-03
42.2,-3.00E-03
42.21,-3.00E-03
42.22,-4.00E-03
42.23,-5.00E-03
42.24,-6.00E-03
42.25,-4.00E-03
42.26,-2.00E-03
42.27,0.00E+00
42.28,1.00E-03
42.29,2.00E-03
42.3,2.00E-03
42.31,3.00E-03
42.32,2.00E-03
42.33,1.00E-03
42.34,1.00E-03
42.35,1.00E-03
42.36,1.00E-03
42.37,1.00E-03
42.38,1.00E-03
42.39,2.00E-03
42.4,1.00E-03
42.41,1.00E-03
42.42,1.00E-03
42.43,2.00E-03
42.44,3.00E-03
42.45,5.00E-03
42.46,6.00E-03
42.47,6.00E-03
42.48,7.00E-03
42.49,9.00E-03
42.5,1.00E-02
42.51,1.00E-02
42.52,1.00E-02
42.53,1.10E-02
42.54,1.10E-02
42.55,1.10E-02
42.56,1.10E-02
42.57,1.00E-02
42.58,8.00E-03
42.59,6.00E-03
42.6,6.00E-03
42.61,5.00E-03
42.62,5.00E-03
42.63,5.00E-03
42.64,5.00E-03
42.65,6.00E-03
42.66,7.00E-03
42.67,8.00E-03
42.68,7.00E-03
42.69,7.00E-03
42.7,6.00E-03
42.71,7.00E-03
42.72,7.00E-03
42.73,6.00E-03
42.74,5.00E-03
42.75,6.00E-03
42.76,6.00E-03
42.77,6.00E-03
42.78,6.00E-03
42.79,4.00E-03
42.8,4.00E-03
42.81,4.00E-03
42.82,4.00E-03
42.83,5.00E-03
42.84,6.00E-03
42.85,5.00E-03
42.86,5.00E-03
42.87,6.00E-03
42.88,7.00E-03
42.89,7.00E-03
42.9,6.00E-03
42.91,7.00E-03
42.92,7.00E-03
42.93,8.00E-03
42.94,8.00E-03
42.95,8.00E-03
42.96,8.00E-03
42.97,7.00E-03
42.98,6.00E-03
42.99,6.00E-03
43,6.00E-03
43.01,7.00E-03
43.02,8.00E-03
43.03,9.00E-03
43.04,9.00E-03
43.05,7.00E-03
43.06,6.00E-03
43.07,5.00E-03
43.08,4.00E-03
43.09,4.00E-03
43.1,4.00E-03
43.11,4.00E-03
43.12,3.00E-03
43.13,3.00E-03
43.14,3.00E-03
43.15,2.00E-03
43.16,1.00E-03
43.17,0.00E+00
43.18,-1.00E-03
43.19,-1.00E-03
43.2,-2.00E-03
43.21,-2.00E-03
43.22,-1.00E-03
43.23,-1.00E-03
43.24,-1.00E-03
43.25,0.00E+00
43.26,1.00E-03
43.27,1.00E-03
43.28,1.00E-03
43.29,2.00E-03
43.3,2.00E-03
43.31,2.00E-03
43.32,1.00E-03
43.33,1.00E-03
43.34,1.00E-03
43.35,0.00E+00
43.36,-1.00E-03
43.37,-3.00E-03
43.38,-3.00E-03
43.39,-4.00E-03
43.4,-5.00E-03
43.41,-6.00E-03
43.42,-5.00E-03
43.43,-4.00E-03
43.44,-3.00E-03
43.45,-1.00E-03
43.46,-1.00E-03
43.47,-1.00E-03
43.48,0.00E+00
43.49,1.00E-03
43.5,1.00E-03
43.51,0.00E+00
43.52,0.00E+00
43.53,0.00E+00
43.54,1.00E-03
43.55,1.00E-03
43.56,1.00E-03
43.57,1.00E-03
43.58,2.00E-03
43.59,3.00E-03
43.6,3.00E-03
43.61,3.00E-03
43.62,2.00E-03
43.63,1.00E-03
43.64,1.00E-03
43.65,2.00E-03
43.66,2.00E-03
43.67,1.00E-03
43.68,1.00E-03
43.69,1.00E-03
43.7,1.00E-03
43.71,1.00E-03
43.72,0.00E+00
43.73,0.00E+00
43.74,0.00E+00
43.75,0.00E+00
43.76,1.00E-03
43.77,2.00E-03
43.78,2.00E-03
43.79,2.00E-03
43.8,3.00E-03
43.81,2.00E-03
43.82,2.00E-03
43.83,2.00E-03
43.84,3.00E-03
43.85,3.00E-03
43.86,3.00E-03
43.87,4.00E-03
43.88,4.00E-03
43.89,4.00E-03
43.9,3.00E-03
43.91,1.00E-03
43.92,0.00E+00
43.93,0.00E+00
43.94,-1.00E-03
43.95,-2.00E-03
43.96,-2.00E-03
43.97,-2.00E-03
43.98,-1.00E-03
43.99,-1.00E-03
44,-1.00E-03
44.01,-2.00E-03
44.02,-3.00E-03
44.03,-4.00E-03
44.04,-4.00E-03
44.05,-4.00E-03
44.06,-4.00E-03
44.07,-3.00E-03
44.08,-3.00E-03
44.09,-3.00E-03
44.1,-2.00E-03
44.11,-2.00E-03
44.12,-2.00E-03
44.13,-2.00E-03
44.14,-2.00E-03
44.15,-1.00E-03
44.16,1.00E-03
44.17,3.00E-03
44.18,4.00E-03
44.19,5.00E-03
44.2,6.00E-03
44.21,6.00E-03
44.22,6.00E-03
44.23,6.00E-03
44.24,6.00E-03
44.25,5.00E-03
44.26,3.00E-03
44.27,2.00E-03
44.28,1.00E-03
44.29,0.00E+00
44.3,1.00E-03
44.31,1.00E-03
44.32,1.00E-03
44.33,1.00E-03
44.34,1.00E-03
44.35,1.00E-03
44.36,2.00E-03
44.37,2.00E-03
44.38,3.00E-03
44.39,2.00E-03
44.4,2.00E-03
44.41,2.00E-03
44.42,3.00E-03
44.43,3.00E-03
44.44,2.00E-03
44.45,2.00E-03
44.46,2.00E-03
44.47,2.00E-03
44.48,2.00E-03
44.49,2.00E-03
44.5,2.00E-03
44.51,2.00E-03
44.52,2.00E-03
44.53,2.00E-03
44.54,2.00E-03
44.55,2.00E-03
44.56,2.00E-03
44.57,2.00E-03
44.58,2.00E-03
44.59,2.00E-03
44.6,2.00E-03
44.61,1.00E-03
44.62,0.00E+00
44.63,-1.00E-03
44.64,-1.00E-03
44.65,-1.00E-03
44.66,-2.00E-03
44.67,-3.00E-03
44.68,-4.00E-03
44.69,-4.00E-03
44.7,-4.00E-03
44.71,-4.00E-03
44.72,-5.00E-03
44.73,-5.00E-03
44.74,-4.00E-03
44.75,-4.00E-03
44.76,-4.00E-03
44.77,-4.00E-03
44.78,-3.00E-03
44.79,-3.00E-03
44.8,-2.00E-03
44.81,-2.00E-03
44.82,-2.00E-03
44.83,-2.00E-03
44.84,-2.00E-03
44.85,-1.00E-03
44.86,-1.00E-03
44.87,-1.00E-03
44.88,-1.00E-03
44.89,-1.00E-03
44.9,0.00E+00
44.91,1.00E-03
44.92,1.00E-03
44.93,1.00E-03
44.94,1.00E-03
44.95,1.00E-03
44.96,1.00E-03
44.97,1.00E-03
44.98,1.00E-03
44.99,1.00E-03
45,1.00E-03
45.01,1.00E-03
45.02,3.00E-03
45.03,4.00E-03
45.04,4.00E-03
45.05,4.00E-03
45.06,5.00E-03
45.07,6.00E-03
45.08,6.00E-03
45.09,5.00E-03
45.1,5.00E-03
45.11,5.00E-03
45.12,4.00E-03
45.13,4.00E-03
45.14,2.00E-03
45.15,2.00E-03
45.16,2.00E-03
45.17,2.00E-03
45.18,2.00E-03
45.19,2.00E-03
45.2,2.00E-03
45.21,3.00E-03
45.22,4.00E-03
45.23,4.00E-03
45.24,5.00E-03
45.25,5.00E-03
45.26,4.00E-03
45.27,3.00E-03
45.28,3.00E-03
45.29,2.00E-03
45.3,1.00E-03
45.31,-1.00E-03
45.32,-1.00E-03
45.33,-2.00E-03
45.34,-2.00E-03
45.35,-2.00E-03
45.36,-2.00E-03
45.37,-3.00E-03
45.38,-3.00E-03
45.39,-4.00E-03
45.4,-4.00E-03
45.41,-4.00E-03
45.42,-3.00E-03
45.43,-2.00E-03
45.44,-2.00E-03
45.45,-3.00E-03
45.46,-3.00E-03
45.47,-4.00E-03
45.48,-5.00E-03
45.49,-5.00E-03
45.5,-4.00E-03
45.51,-3.00E-03
45.52,-3.00E-03
45.53,-3.00E-03
45.54,-3.00E-03
45.55,-2.00E-03
45.56,-2.00E-03
45.57,-3.00E-03
45.58,-3.00E-03
45.59,-3.00E-03
45.6,-2.00E-03
45.61,-2.00E-03
45.62,-2.00E-03
45.63,-2.00E-03
45.64,-2.00E-03
45.65,-2.00E-03
45.66,-2.00E-03
45.67,-2.00E-03
45.68,-3.00E-03
45.69,-3.00E-03
45.7,-2.00E-03
45.71,0.00E+00
45.72,2.00E-03
45.73,3.00E-03
45.74,3.00E-03
45.75,2.00E-03
45.76,1.00E-03
45.77,1.00E-03
45.78,2.00E-03
45.79,1.00E-03
45.8,1.00E-03
45.81,1.00E-03
45.82,2.00E-03
45.83,2.00E-03
45.84,1.00E-03
45.85,0.00E+00
45.86,0.00E+00
45.87,0.00E+00
45.88,0.00E+00
45.89,-1.00E-03
45.9,-1.00E-03
45.91,0.00E+00
45.92,1.00E-03
45.93,1.00E-03
45.94,0.00E+00
45.95,0.00E+00
45.96,0.00E+00
45.97,-1.00E-03
45.98,-1.00E-03
45.99,-1.00E-03
46,-2.00E-03
46.01,-2.00E-03
46.02,-3.00E-03
46.03,-4.00E-03
46.04,-5.00E-03
46.05,-5.00E-03
46.06,-5.00E-03
46.07,-5.00E-03
46.08,-5.00E-03
46.09,-5.00E-03
46.1,-4.00E-03
46.11,-5.00E-03
46.12,-5.00E-03
46.13,-4.00E-03
46.14,-3.00E-03
46.15,-2.00E-03
46.16,-1.00E-03
46.17,-1.00E-03
46.18,-1.00E-03
46.19,-1.00E-03
46.2,-1.00E-03
46.21,-1.00E-03
46.22,-2.00E-03
46.23,-2.00E-03
46.24,-3.00E-03
46.25,-3.00E-03
46.26,-2.00E-03
46.27,-2.00E-03
46.28,-1.00E-03
46.29,0.00E+00
46.3,0.00E+00
46.31,0.00E+00
46.32,1.00E-03
46.33,0.00E+00
46.34,-1.00E-03
46.35,-1.00E-03
46.36,-1.00E-03
46.37,0.00E+00
46.38,1.00E-03
46.39,1.00E-03
46.4,1.00E-03
46.41,1.00E-03
46.42,1.00E-03
46.43,2.00E-03
46.44,2.00E-03
46.45,2.00E-03
46.46,2.00E-03
46.47,3.00E-03
46.48,3.00E-03
46.49,3.00E-03
46.5,3.00E-03
46.51,2.00E-03
46.52,2.00E-03
46.53,3.00E-03
46.54,3.00E-03
46.55,3.00E-03
46.56,3.00E-03
46.57,3.00E-03
46.58,3.00E-03
46.59,3.00E-03
46.6,3.00E-03
46.61,3.00E-03
46.62,4.00E-03
46.63,5.00E-03
46.64,6.00E-03
46.65,7.00E-03
46.66,6.00E-03
46.67,6.00E-03
46.68,6.00E-03
46.69,6.00E-03
46.7,5.00E-03
46.71,5.00E-03
46.72,5.00E-03
46.73,5.00E-03
46.74,5.00E-03
46.75,5.00E-03
46.76,6.00E-03
46.77,6.00E-03
46.78,5.00E-03
46.79,4.00E-03
46.8,4.00E-03
46.81,5.00E-03
46.82,4.00E-03
46.83,4.00E-03
46.84,4.00E-03
46.85,2.00E-03
46.86,1.00E-03
46.87,0.00E+00
46.88,0.00E+00
46.89,0.00E+00
46.9,-1.00E-03
46.91,0.00E+00
46.92,0.00E+00
46.93,-1.00E-03
46.94,-1.00E-03
46.95,-2.00E-03
46.96,-3.00E-03
46.97,-3.00E-03
46.98,-4.00E-03
46.99,-4.00E-03
47,-4.00E-03
47.01,-4.00E-03
47.02,-3.00E-03
47.03,-2.00E-03
47.04,-2.00E-03
47.05,-3.00E-03
47.06,-3.00E-03
47.07,-3.00E-03
47.08,-3.00E-03
47.09,-3.00E-03
47.1,-3.00E-03
47.11,-2.00E-03
47.12,-2.00E-03
47.13,-1.00E-03
47.14,-1.00E-03
47.15,-1.00E-03
47.16,-1.00E-03
47.17,-2.00E-03
47.18,-3.00E-03
47.19,-3.00E-03
47.2,-2.00E-03
47.21,-2.00E-03
47.22,-1.00E-03
47.23,-1.00E-03
47.24,-2.00E-03
47.25,-3.00E-03
47.26,-4.00E-03
47.27,-5.00E-03
47.28,-6.00E-03
47.29,-7.00E-03
47.3,-6.00E-03
47.31,-5.00E-03
47.32,-5.00E-03
47.33,-4.00E-03
47.34,-4.00E-03
47.35,-4.00E-03
47.36,-5.00E-03
47.37,-5.00E-03
47.38,-6.00E-03
47.39,-6.00E-03
47.4,-6.00E-03
47.41,-6.00E-03
47.42,-5.00E-03
47.43,-4.00E-03
47.44,-4.00E-03
47.45,-3.00E-03
47.46,-2.00E-03
47.47,-1.00E-03
47.48,0.00E+00
47.49,0.00E+00
47.5,0.00E+00
47.51,1.00E-03
47.52,2.00E-03
47.53,2.00E-03
47.54,1.00E-03
47.55,0.00E+00
47.56,1.00E-03
47.57,2.00E-03
47.58,3.00E-03
47.59,3.00E-03
47.6,3.00E-03
47.61,4.00E-03
47.62,4.00E-03
47.63,4.00E-03
47.64,4.00E-03
47.65,5.00E-03
47.66,5.00E-03
47.67,5.00E-03
47.68,5.00E-03
47.69,5.00E-03
47.7,4.00E-03
47.71,4.00E-03
47.72,3.00E-03
47.73,2.00E-03
47.74,2.00E-03
47.75,2.00E-03
47.76,2.00E-03
47.77,2.00E-03
47.78,2.00E-03
47.79,3.00E-03
47.8,2.00E-03
47.81,2.00E-03
47.82,3.00E-03
47.83,3.00E-03
47.84,3.00E-03
47.85,2.00E-03
47.86,2.00E-03
47.87,2.00E-03
47.88,2.00E-03
47.89,2.00E-03
47.9,0.00E+00
47.91,-1.00E-03
47.92,-1.00E-03
47.93,-1.00E-03
47.94,-1.00E-03
47.95,-1.00E-03
47.96,-1.00E-03
47.97,-1.00E-03
47.98,-2.00E-03
47.99,-2.00E-03
48,-3.00E-03
48.01,-3.00E-03
48.02,-3.00E-03
48.03,-3.00E-03
48.04,-3.00E-03
48.05,-3.00E-03
48.06,-3.00E-03
48.07,-4.00E-03
48.08,-4.00E-03
48.09,-5.00E-03
48.1,-5.00E-03
48.11,-5.00E-03
48.12,-5.00E-03
48.13,-5.00E-03
48.14,-4.00E-03
48.15,-3.00E-03
48.16,-3.00E-03
48.17,-2.00E-03
48.18,-1.00E-03
48.19,-1.00E-03
48.2,-1.00E-03
48.21,-1.00E-03
48.22,-1.00E-03
48.23,-1.00E-03
48.24,-2.00E-03
48.25,-2.00E-03
48.26,-2.00E-03
48.27,-2.00E-03
48.28,-1.00E-03
48.29,-2.00E-03
48.3,-2.00E-03
48.31,-2.00E-03
48.32,-2.00E-03
48.33,-2.00E-03
48.34,-1.00E-03
48.35,-1.00E-03
48.36,-1.00E-03
48.37,-1.00E-03
48.38,-1.00E-03
48.39,-1.00E-03
48.4,-1.00E-03
48.41,-2.00E-03
48.42,-3.00E-03
48.43,-3.00E-03
48.44,-3.00E-03
48.45,-2.00E-03
48.46,-1.00E-03
48.47,-1.00E-03
48.48,-2.00E-03
48.49,-3.00E-03
48.5,-3.00E-03
48.51,-3.00E-03
48.52,-3.00E-03
48.53,-4.00E-03
48.54,-3.00E-03
48.55,-3.00E-03
48.56,-3.00E-03
48.57,-3.00E-03
48.58,-2.00E-03
48.59,-2.00E-03
48.6,-3.00E-03
48.61,-3.00E-03
48.62,-3.00E-03
48.63,-2.00E-03
48.64,-1.00E-03
48.65,0.00E+00
48.66,0.00E+00
48.67,0.00E+00
48.68,0.00E+00
48.69,1.00E-03
48.7,1.00E-03
48.71,1.00E-03
48.72,1.00E-03
48.73,2.00E-03
48.74,2.00E-03
48.75,2.00E-03
48.76,1.00E-03
48.77,0.00E+00
48.78,1.00E-03
48.79,3.00E-03
48.8,2.00E-03
48.81,2.00E-03
48.82,1.00E-03
48.83,1.00E-03
48.84,3.00E-03
48.85,4.00E-03
48.86,4.00E-03
48.87,3.00E-03
48.88,3.00E-03
48.89,4.00E-03
48.9,3.00E-03
48.91,2.00E-03
48.92,2.00E-03
48.93,3.00E-03
48.94,3.00E-03
48.95,3.00E-03
48.96,3.00E-03
48.97,3.00E-03
48.98,3.00E-03
48.99,3.00E-03
49,2.00E-03
49.01,2.00E-03
49.02,2.00E-03
49.03,3.00E-03
49.04,3.00E-03
49.05,3.00E-03
49.06,4.00E-03
49.07,4.00E-03
49.08,4.00E-03
49.09,4.00E-03
49.1,4.00E-03
49.11,4.00E-03
49.12,4.00E-03
49.13,5.00E-03
49.14,7.00E-03
49.15,8.00E-03
49.16,7.00E-03
49.17,7.00E-03
49.18,7.00E-03
49.19,6.00E-03
49.2,5.00E-03
49.21,4.00E-03
49.22,4.00E-03
49.23,5.00E-03
49.24,6.00E-03
49.25,7.00E-03
49.26,6.00E-03
49.27,6.00E-03
49.28,6.00E-03
49.29,5.00E-03
49.3,5.00E-03
49.31,4.00E-03
49.32,3.00E-03
49.33,3.00E-03
49.34,3.00E-03
49.35,3.00E-03
49.36,2.00E-03
49.37,2.00E-03
49.38,3.00E-03
49.39,3.00E-03
49.4,2.00E-03
49.41,1.00E-03
49.42,1.00E-03
49.43,1.00E-03
49.44,2.00E-03
49.45,2.00E-03
49.46,2.00E-03
49.47,1.00E-03
49.48,1.00E-03
49.49,0.00E+00
49.5,-1.00E-03
49.51,-2.00E-03
49.52,-2.00E-03
49.53,-1.00E-03
49.54,-1.00E-03
49.55,-2.00E-03
49.56,-2.00E-03
49.57,-1.00E-03
49.58,-2.00E-03
49.59,-3.00E-03
49.6,-3.00E-03
49.61,-2.00E-03
49.62,0.00E+00
49.63,0.00E+00
49.64,1.00E-03
49.65,1.00E-03
49.66,0.00E+00
49.67,1.00E-03
49.68,1.00E-03
49.69,1.00E-03
49.7,1.00E-03
49.71,1.00E-03
49.72,1.00E-03
49.73,1.00E-03
49.74,2.00E-03
49.75,2.00E-03
49.76,2.00E-03
49.77,1.00E-03
49.78,1.00E-03
49.79,2.00E-03
49.8,2.00E-03
49.81,1.00E-03
49.82,1.00E-03
49.83,0.00E+00
49.84,-2.00E-03
49.85,-2.00E-03
49.86,-3.00E-03
49.87,-3.00E-03
49.88,-3.00E-03
49.89,-3.00E-03
49.9,-3.00E-03
49.91,-3.00E-03
49.92,-3.00E-03
49.93,-3.00E-03
49.94,-2.00E-03
49.95,-2.00E-03
49.96,-2.00E-03
49.97,-2.00E-03
49.98,-3.00E-03
49.99,-3.00E-03
50,-2.00E-03
50.01,-3.00E-03
50.02,-3.00E-03
50.03,-2.00E-03
50.04,-2.00E-03
50.05,-1.00E-03
50.06,-2.00E-03
50.07,-2.00E-03
50.08,-1.00E-03
50.09,-1.00E-03
50.1,-2.00E-03
50.11,-2.00E-03
50.12,-2.00E-03
50.13,-1.00E-03
50.14,-1.00E-03
50.15,-1.00E-03
50.16,-1.00E-03
50.17,-2.00E-03
50.18,-2.00E-03
50.19,-2.00E-03
50.2,-3.00E-03
50.21,-3.00E-03
50.22,-3.00E-03
50.23,-2.00E-03
50.24,-1.00E-03
50.25,0.00E+00
50.26,0.00E+00
50.27,0.00E+00
50.28,0.00E+00
50.29,0.00E+00
50.3,0.00E+00
50.31,-1.00E-03
50.32,-2.00E-03
50.33,-2.00E-03
50.34,-1.00E-03
50.35,-1.00E-03
50.36,-1.00E-03
50.37,0.00E+00
50.38,0.00E+00
50.39,-1.00E-03
50.4,-2.00E-03
50.41,-2.00E-03
50.42,-3.00E-03
50.43,-4.00E-03
50.44,-4.00E-03
50.45,-3.00E-03
50.46,-3.00E-03
50.47,-2.00E-03
50.48,-1.00E-03
50.49,0.00E+00
50.5,0.00E+00
50.51,-1.00E-03
50.52,-3.00E-03
50.53,-4.00E-03
50.54,-4.00E-03
50.55,-4.00E-03
50.56,-4.00E-03
50.57,-4.00E-03
50.58,-4.00E-03
50.59,-3.00E-03
50.6,-2.00E-03
50.61,-2.00E-03
50.62,-3.00E-03
50.63,-3.00E-03
50.64,-3.00E-03
50.65,-3.00E-03
50.66,-3.00E-03
50.67,-2.00E-03
50.68,-1.00E-03
50.69,0.00E+00
50.7,0.00E+00
50.71,0.00E+00
50.72,-1.00E-03
50.73,-2.00E-03
50.74,-3.00E-03
50.75,-3.00E-03
50.76,-3.00E-03
50.77,-3.00E-03
50.78,-3.00E-03
50.79,-3.00E-03
50.8,-3.00E-03
50.81,-2.00E-03
50.82,-1.00E-03
50.83,-1.00E-03
50.84,-2.00E-03
50.85,-1.00E-03
50.86,-1.00E-03
50.87,-1.00E-03
50.88,-1.00E-03
50.89,0.00E+00
50.9,1.00E-03
50.91,1.00E-03
50.92,2.00E-03
50.93,2.00E-03
50.94,2.00E-03
50.95,2.00E-03
50.96,1.00E-03
50.97,1.00E-03
50.98,0.00E+00
50.99,-1.00E-03
51,-2.00E-03
51.01,-2.00E-03
51.02,-1.00E-03
51.03,-1.00E-03
51.04,-2.00E-03
51.05,-2.00E-03
51.06,-2.00E-03
51.07,-2.00E-03
51.08,-2.00E-03
51.09,-2.00E-03
51.1,-2.00E-03
51.11,-3.00E-03
51.12,-3.00E-03
51.13,-3.00E-03
51.14,-3.00E-03
51.15,-2.00E-03
51.16,-2.00E-03
51.17,-2.00E-03
51.18,-2.00E-03
51.19,-2.00E-03
51.2,-3.00E-03
51.21,-3.00E-03
51.22,-4.00E-03
51.23,-4.00E-03
51.24,-4.00E-03
51.25,-3.00E-03
51.26,-3.00E-03
51.27,-3.00E-03
51.28,-2.00E-03
51.29,-3.00E-03
